run_number,start_time,stop_time,elapsed_sec
00001,Tue Jul  9 09:57:49 2024,Tue Jul  9 10:07:52 2024,603
00002,Tue Jul  9 10:07:59 2024,Tue Jul  9 10:14:25 2024,386
00003,Tue Jul  9 10:16:21 2024,Tue Jul  9 10:28:40 2024,739
00004,Tue Jul  9 10:30:53 2024,Tue Jul  9 10:55:40 2024,1487
00006,Tue Jul  9 10:58:36 2024,Tue Jul  9 11:02:03 2024,207
00007,Tue Jul  9 11:03:39 2024,Tue Jul  9 11:05:53 2024,134
00008,Tue Jul  9 11:07:43 2024,Tue Jul  9 11:16:38 2024,535
00009,Tue Jul  9 11:20:32 2024,Tue Jul  9 11:28:05 2024,453
00010,Tue Jul  9 11:30:02 2024,Tue Jul  9 11:30:18 2024,16
00011,Tue Jul  9 11:32:04 2024,Tue Jul  9 11:36:37 2024,273
00012,Tue Jul  9 11:37:06 2024,Tue Jul  9 11:37:22 2024,16
00013,Tue Jul  9 11:38:26 2024,Tue Jul  9 11:39:06 2024,40
00014,Tue Jul  9 11:40:21 2024,Tue Jul  9 11:45:49 2024,328
00015,Tue Jul  9 11:47:40 2024,Tue Jul  9 11:53:08 2024,328
00016,Tue Jul  9 11:55:23 2024,Tue Jul  9 11:56:08 2024,45
00017,Tue Jul  9 11:56:32 2024,Tue Jul  9 11:59:48 2024,196
00018,Tue Jul  9 12:02:17 2024,Tue Jul  9 12:07:55 2024,338
00019,Tue Jul  9 12:08:24 2024,Tue Jul  9 12:09:48 2024,84
00020,Tue Jul  9 12:11:58 2024,Tue Jul  9 12:13:19 2024,81
00021,Tue Jul  9 12:13:43 2024,Tue Jul  9 12:18:13 2024,270
00022,Tue Jul  9 12:19:26 2024,Tue Jul  9 12:21:46 2024,140
00023,Tue Jul  9 12:23:54 2024,Tue Jul  9 12:27:14 2024,200
00024,Tue Jul  9 12:30:43 2024,Tue Jul  9 12:32:03 2024,80
00025,Tue Jul  9 12:32:53 2024,Tue Jul  9 12:33:57 2024,64
00026,Tue Jul  9 12:34:41 2024,Tue Jul  9 12:35:23 2024,42
00027,Tue Jul  9 12:37:15 2024,Tue Jul  9 12:44:17 2024,422
00028,Tue Jul  9 12:45:33 2024,Tue Jul  9 12:47:31 2024,118
00029,Tue Jul  9 12:49:16 2024,Tue Jul  9 12:53:42 2024,266
00030,Tue Jul  9 12:54:20 2024,Tue Jul  9 12:55:20 2024,60
00031,Tue Jul  9 13:04:56 2024,Tue Jul  9 13:05:31 2024,35
00032,Tue Jul  9 13:07:31 2024,Tue Jul  9 13:08:58 2024,87
00033,Tue Jul  9 13:11:17 2024,Tue Jul  9 13:18:03 2024,406
00034,Tue Jul  9 13:18:58 2024,Tue Jul  9 13:21:22 2024,144
00035,Tue Jul  9 13:23:08 2024,Tue Jul  9 13:31:26 2024,498
00036,Tue Jul  9 13:31:37 2024,Tue Jul  9 13:33:26 2024,109
00037,Tue Jul  9 13:36:03 2024,Tue Jul  9 13:41:54 2024,351
00038,Tue Jul  9 13:42:39 2024,Tue Jul  9 13:46:23 2024,224
00039,Tue Jul  9 13:48:13 2024,Tue Jul  9 13:49:17 2024,64
00040,Tue Jul  9 13:49:37 2024,Tue Jul  9 13:52:05 2024,148
00041,Tue Jul  9 13:52:56 2024,Tue Jul  9 13:54:37 2024,101
00042,Tue Jul  9 13:55:12 2024,Tue Jul  9 13:57:15 2024,123
00043,Tue Jul  9 13:57:51 2024,Tue Jul  9 13:59:03 2024,72
00044,Tue Jul  9 13:59:41 2024,Tue Jul  9 14:00:51 2024,70
00045,Tue Jul  9 14:01:27 2024,Tue Jul  9 14:02:20 2024,53
00046,Tue Jul  9 14:04:40 2024,Tue Jul  9 14:20:42 2024,962
00047,Tue Jul  9 14:23:46 2024,Tue Jul  9 14:25:08 2024,82
00048,Tue Jul  9 14:25:59 2024,Tue Jul  9 14:29:51 2024,232
00049,Tue Jul  9 14:32:07 2024,Tue Jul  9 14:39:06 2024,419
00050,Tue Jul  9 14:49:04 2024,Tue Jul  9 14:54:05 2024,301
00051,Tue Jul  9 14:54:36 2024,Tue Jul  9 15:00:24 2024,348
00052,Tue Jul  9 15:03:59 2024,Tue Jul  9 15:04:36 2024,37
00053,Tue Jul  9 15:06:56 2024,Tue Jul  9 15:15:09 2024,493
00054,Tue Jul  9 15:16:44 2024,Tue Jul  9 15:17:44 2024,60
00055,Tue Jul  9 15:20:52 2024,Tue Jul  9 15:25:49 2024,297
00056,Tue Jul  9 15:27:04 2024,Tue Jul  9 15:28:28 2024,84
00057,Tue Jul  9 15:31:26 2024,Tue Jul  9 15:43:41 2024,735
00058,Tue Jul  9 15:47:24 2024,Tue Jul  9 15:53:23 2024,359
00059,Tue Jul  9 15:55:36 2024,Tue Jul  9 15:56:33 2024,57
00060,Tue Jul  9 15:57:46 2024,Tue Jul  9 15:59:44 2024,118
00061,Tue Jul  9 16:02:44 2024,Tue Jul  9 16:08:39 2024,355
00062,Tue Jul  9 16:08:47 2024,Tue Jul  9 16:13:26 2024,279
00063,Tue Jul  9 16:14:42 2024,Tue Jul  9 16:17:35 2024,173
00064,Tue Jul  9 16:19:20 2024,Tue Jul  9 16:21:08 2024,108
00065,Tue Jul  9 16:21:45 2024,Tue Jul  9 16:27:34 2024,349
00066,Tue Jul  9 16:27:40 2024,Tue Jul  9 16:27:52 2024,12
00067,Tue Jul  9 16:30:03 2024,Tue Jul  9 16:35:08 2024,305
00068,Tue Jul  9 16:38:22 2024,Tue Jul  9 16:47:11 2024,529
00069,Tue Jul  9 16:59:30 2024,Tue Jul  9 17:19:16 2024,1186
00070,Tue Jul  9 17:30:51 2024,Tue Jul  9 17:36:58 2024,367
00071,Tue Jul  9 17:39:19 2024,Tue Jul  9 17:41:34 2024,135
00072,Tue Jul  9 17:42:23 2024,Tue Jul  9 17:54:08 2024,705
00073,Tue Jul  9 17:56:06 2024,Tue Jul  9 17:59:32 2024,206
00074,Wed Jul 10 13:54:51 2024,Wed Jul 10 14:00:18 2024,327
00075,Wed Jul 10 14:02:52 2024,Wed Jul 10 14:26:57 2024,1445
00076,Wed Jul 10 14:29:12 2024,Wed Jul 10 14:41:46 2024,754
00077,Wed Jul 10 14:59:10 2024,Wed Jul 10 15:04:44 2024,334
00078,Wed Jul 10 15:07:14 2024,Wed Jul 10 15:17:09 2024,595
00079,Wed Jul 10 15:23:28 2024,Wed Jul 10 15:36:18 2024,770
00080,Wed Jul 10 15:39:37 2024,Wed Jul 10 15:48:00 2024,503
00081,Wed Jul 10 15:49:46 2024,Wed Jul 10 16:04:27 2024,881
00082,Wed Jul 10 16:06:15 2024,Wed Jul 10 16:22:05 2024,950
00083,Wed Jul 10 16:25:59 2024,Wed Jul 10 16:26:30 2024,31
00084,Wed Jul 10 16:28:20 2024,Wed Jul 10 16:37:12 2024,532
00085,Wed Jul 10 16:43:48 2024,Wed Jul 10 16:53:53 2024,605
00086,Wed Jul 10 16:57:52 2024,Wed Jul 10 17:02:51 2024,299
00087,Wed Jul 10 17:05:16 2024,Wed Jul 10 17:12:10 2024,414
00088,Wed Jul 10 17:16:21 2024,Wed Jul 10 17:18:26 2024,125
00089,Wed Jul 10 17:20:15 2024,Wed Jul 10 17:23:50 2024,215
00090,Wed Jul 10 17:30:03 2024,Wed Jul 10 17:32:05 2024,122
00091,Wed Jul 10 17:32:40 2024,Wed Jul 10 17:33:28 2024,48
00092,Wed Jul 10 17:35:33 2024,Wed Jul 10 17:38:05 2024,152
00093,Wed Jul 10 17:40:09 2024,Wed Jul 10 17:42:36 2024,147
00094,Wed Jul 10 17:42:54 2024,Wed Jul 10 17:46:59 2024,245
00095,Wed Jul 10 17:51:09 2024,Wed Jul 10 18:08:05 2024,1016
00096,Thu Jul 11 09:56:06 2024,Thu Jul 11 10:09:38 2024,812
00097,Thu Jul 11 10:11:45 2024,Thu Jul 11 10:15:44 2024,239
00098,Thu Jul 11 10:16:46 2024,Thu Jul 11 10:24:04 2024,438
00099,Thu Jul 11 10:26:03 2024,Thu Jul 11 10:32:36 2024,393
00100,Thu Jul 11 10:35:41 2024,Thu Jul 11 10:40:26 2024,285
00101,Thu Jul 11 10:42:03 2024,Thu Jul 11 10:48:00 2024,357
00102,Thu Jul 11 10:52:28 2024,Thu Jul 11 11:15:31 2024,1383
00103,Thu Jul 11 11:18:00 2024,Thu Jul 11 11:20:16 2024,136
00104,Thu Jul 11 11:24:55 2024,Thu Jul 11 11:33:43 2024,528
00105,Thu Jul 11 11:38:22 2024,Thu Jul 11 11:55:06 2024,1004
00106,Thu Jul 11 11:58:15 2024,Thu Jul 11 11:59:04 2024,49
00107,Thu Jul 11 12:11:29 2024,Thu Jul 11 12:26:05 2024,876
00108,Thu Jul 11 12:29:27 2024,Thu Jul 11 12:35:23 2024,356
00109,Thu Jul 11 12:37:25 2024,Thu Jul 11 12:37:56 2024,31
00110,Thu Jul 11 12:39:36 2024,Thu Jul 11 12:40:36 2024,60
00111,Thu Jul 11 12:54:50 2024,Thu Jul 11 12:56:05 2024,75
00112,Thu Jul 11 12:59:39 2024,Thu Jul 11 13:05:51 2024,372
00113,Thu Jul 11 13:08:53 2024,Thu Jul 11 13:25:26 2024,993
00114,Thu Jul 11 13:30:02 2024,Thu Jul 11 13:42:16 2024,734
00115,Thu Jul 11 13:45:25 2024,Thu Jul 11 13:51:58 2024,393
00116,Thu Jul 11 13:54:45 2024,Thu Jul 11 14:02:21 2024,456
00117,Thu Jul 11 14:03:57 2024,Thu Jul 11 14:13:08 2024,551
00118,Thu Jul 11 14:15:56 2024,Thu Jul 11 14:31:23 2024,927
00119,Thu Jul 11 14:33:48 2024,Thu Jul 11 14:45:47 2024,719
00120,Thu Jul 11 14:48:28 2024,Thu Jul 11 14:59:34 2024,666
00121,Thu Jul 11 15:04:08 2024,Thu Jul 11 15:07:56 2024,228
00122,Thu Jul 11 15:08:14 2024,Thu Jul 11 15:09:30 2024,76
00123,Thu Jul 11 15:10:29 2024,Thu Jul 11 15:27:58 2024,1049
00124,Thu Jul 11 15:38:43 2024,Thu Jul 11 15:48:31 2024,588
00125,Thu Jul 11 15:48:50 2024,Thu Jul 11 15:55:30 2024,400
00126,Thu Jul 11 16:00:40 2024,Thu Jul 11 16:09:50 2024,550
00127,Thu Jul 11 16:12:55 2024,Thu Jul 11 16:14:23 2024,88
00128,Thu Jul 11 16:22:09 2024,Thu Jul 11 16:27:33 2024,324
00129,Thu Jul 11 16:31:08 2024,Thu Jul 11 17:20:53 2024,2985
00130,Thu Jul 11 17:28:18 2024,Thu Jul 11 17:33:06 2024,288
00131,Thu Jul 11 17:35:00 2024,Thu Jul 11 17:50:43 2024,943
00132,Thu Jul 11 17:53:20 2024,Thu Jul 11 18:00:05 2024,405
00133,Fri Jul 12 09:59:25 2024,Fri Jul 12 10:14:27 2024,902
00134,Fri Jul 12 10:19:28 2024,Fri Jul 12 10:29:13 2024,585
00135,Fri Jul 12 10:43:46 2024,Fri Jul 12 10:54:36 2024,650
00136,Fri Jul 12 11:02:18 2024,Fri Jul 12 11:15:14 2024,776
00137,Fri Jul 12 11:21:22 2024,Fri Jul 12 11:22:45 2024,83
00138,Fri Jul 12 11:25:53 2024,Fri Jul 12 11:26:25 2024,32
00139,Fri Jul 12 11:28:33 2024,Fri Jul 12 11:29:01 2024,28
00140,Fri Jul 12 11:30:55 2024,Fri Jul 12 11:31:10 2024,15
00141,Fri Jul 12 11:38:06 2024,Fri Jul 12 11:38:39 2024,33
00142,Fri Jul 12 11:42:06 2024,Fri Jul 12 11:42:45 2024,39
00143,Fri Jul 12 11:46:04 2024,Fri Jul 12 11:47:28 2024,84
00144,Fri Jul 12 11:48:57 2024,Fri Jul 12 11:50:28 2024,91
00145,Fri Jul 12 11:52:06 2024,Fri Jul 12 11:53:16 2024,70
00146,Fri Jul 12 11:55:51 2024,Fri Jul 12 11:56:27 2024,36
00147,Fri Jul 12 11:58:00 2024,Fri Jul 12 12:14:02 2024,962
00148,Fri Jul 12 12:17:34 2024,Fri Jul 12 12:29:25 2024,711
00149,Fri Jul 12 12:33:45 2024,Fri Jul 12 12:34:59 2024,74
00150,Fri Jul 12 12:38:45 2024,Fri Jul 12 12:45:59 2024,434
00151,Fri Jul 12 12:52:30 2024,Fri Jul 12 12:52:48 2024,18
00152,Fri Jul 12 12:53:31 2024,Fri Jul 12 13:23:13 2024,1782
00153,Fri Jul 12 13:27:31 2024,Fri Jul 12 13:36:16 2024,525
00154,Fri Jul 12 13:38:58 2024,Fri Jul 12 13:39:36 2024,38
00155,Fri Jul 12 13:42:01 2024,Fri Jul 12 13:42:35 2024,34
00156,Fri Jul 12 13:44:50 2024,Fri Jul 12 13:51:56 2024,426
00157,Fri Jul 12 13:55:05 2024,Fri Jul 12 14:00:51 2024,346
00158,Fri Jul 12 14:03:08 2024,Fri Jul 12 14:03:36 2024,28
00159,Fri Jul 12 14:07:55 2024,Fri Jul 12 14:12:04 2024,249
00160,Fri Jul 12 14:13:12 2024,Fri Jul 12 14:17:40 2024,268
00161,Fri Jul 12 14:21:07 2024,Fri Jul 12 14:22:54 2024,107
00162,Fri Jul 12 14:34:56 2024,Fri Jul 12 14:41:17 2024,381
00163,Fri Jul 12 14:45:08 2024,Fri Jul 12 14:51:44 2024,396
00164,Fri Jul 12 14:52:42 2024,Fri Jul 12 15:00:26 2024,464
00165,Fri Jul 12 15:01:14 2024,Fri Jul 12 15:05:16 2024,242
00166,Fri Jul 12 15:07:13 2024,Fri Jul 12 15:12:39 2024,326
00167,Fri Jul 12 15:15:23 2024,Fri Jul 12 15:19:29 2024,246
00168,Fri Jul 12 15:22:19 2024,Fri Jul 12 15:27:21 2024,302
00169,Fri Jul 12 15:33:39 2024,Fri Jul 12 15:38:10 2024,271
00170,Fri Jul 12 15:38:16 2024,Fri Jul 12 15:47:01 2024,525
00171,Fri Jul 12 15:50:05 2024,Fri Jul 12 16:01:35 2024,690
00172,Fri Jul 12 16:04:21 2024,Fri Jul 12 16:12:27 2024,486
00173,Fri Jul 12 16:18:20 2024,Fri Jul 12 16:22:34 2024,254
00174,Fri Jul 12 16:25:36 2024,Fri Jul 12 16:27:26 2024,110
00175,Fri Jul 12 16:35:03 2024,Fri Jul 12 16:39:16 2024,253
00176,Fri Jul 12 16:42:09 2024,Fri Jul 12 16:48:24 2024,375
00177,Fri Jul 12 17:00:20 2024,Fri Jul 12 17:10:17 2024,597
00178,Fri Jul 12 17:15:52 2024,Fri Jul 12 17:20:23 2024,271
00179,Fri Jul 12 17:23:37 2024,Fri Jul 12 17:39:34 2024,957
00180,Fri Jul 12 17:49:12 2024,Fri Jul 12 18:01:12 2024,720
00181,Mon Jul 15 09:57:12 2024,Mon Jul 15 09:58:18 2024,66
00182,Mon Jul 15 09:59:48 2024,Mon Jul 15 10:15:17 2024,929
00183,Mon Jul 15 10:17:10 2024,Mon Jul 15 10:24:15 2024,425
00184,Mon Jul 15 10:24:36 2024,Mon Jul 15 10:29:05 2024,269
00185,Mon Jul 15 10:35:28 2024,Mon Jul 15 10:53:08 2024,1060
00186,Mon Jul 15 10:56:30 2024,Mon Jul 15 11:09:45 2024,795
00187,Mon Jul 15 11:15:15 2024,Mon Jul 15 11:24:24 2024,549
00188,Mon Jul 15 11:27:45 2024,Mon Jul 15 11:42:24 2024,879
00189,Mon Jul 15 11:44:18 2024,Mon Jul 15 11:59:29 2024,911
00190,Mon Jul 15 12:01:32 2024,Mon Jul 15 12:35:15 2024,2023
00191,Mon Jul 15 12:38:21 2024,Mon Jul 15 12:51:21 2024,780
00192,Mon Jul 15 17:25:51 2024,Mon Jul 15 17:31:17 2024,326
00193,Mon Jul 15 17:34:32 2024,Mon Jul 15 17:52:16 2024,1064
00194,Mon Jul 15 17:54:29 2024,Mon Jul 15 18:10:53 2024,984
00195,Tue Jul 16 12:01:53 2024,Tue Jul 16 12:08:24 2024,391
00196,Tue Jul 16 12:08:32 2024,Tue Jul 16 12:15:08 2024,396
00197,Tue Jul 16 12:31:50 2024,Tue Jul 16 12:51:35 2024,1185
00198,Tue Jul 16 12:52:59 2024,Tue Jul 16 13:09:42 2024,1003
00199,Tue Jul 16 13:12:09 2024,Tue Jul 16 13:22:22 2024,613
00200,Tue Jul 16 13:29:16 2024,Tue Jul 16 13:36:09 2024,413
00201,Tue Jul 16 13:38:11 2024,Tue Jul 16 13:40:09 2024,118
00202,Tue Jul 16 13:49:18 2024,Tue Jul 16 13:54:06 2024,288
00203,Tue Jul 16 13:54:17 2024,Tue Jul 16 13:56:30 2024,133
00204,Tue Jul 16 14:05:35 2024,Tue Jul 16 14:12:40 2024,425
00205,Tue Jul 16 14:14:51 2024,Tue Jul 16 14:20:20 2024,329
00206,Tue Jul 16 14:26:29 2024,Tue Jul 16 14:35:04 2024,515
00207,Tue Jul 16 14:38:17 2024,Tue Jul 16 14:44:19 2024,362
00208,Tue Jul 16 14:47:34 2024,Tue Jul 16 14:53:40 2024,366
00209,Tue Jul 16 14:56:53 2024,Tue Jul 16 14:59:31 2024,158
00210,Tue Jul 16 15:04:12 2024,Tue Jul 16 15:05:36 2024,84
00211,Tue Jul 16 15:06:55 2024,Tue Jul 16 15:25:46 2024,1131
00212,Tue Jul 16 15:28:03 2024,Tue Jul 16 15:37:13 2024,550
00213,Tue Jul 16 15:38:29 2024,Tue Jul 16 15:41:12 2024,163
00214,Tue Jul 16 15:46:29 2024,Tue Jul 16 15:56:57 2024,628
00215,Tue Jul 16 15:59:53 2024,Tue Jul 16 16:06:33 2024,400
00216,Tue Jul 16 16:10:37 2024,Tue Jul 16 16:12:28 2024,111
00217,Tue Jul 16 16:13:47 2024,Tue Jul 16 16:28:43 2024,896
00218,Tue Jul 16 16:35:04 2024,Tue Jul 16 16:40:40 2024,336
00219,Tue Jul 16 16:42:29 2024,Tue Jul 16 16:45:03 2024,154
00220,Tue Jul 16 17:36:51 2024,Tue Jul 16 17:37:40 2024,49
00221,Tue Jul 16 17:37:55 2024,Tue Jul 16 17:48:25 2024,630
00222,Tue Jul 16 17:50:14 2024,Tue Jul 16 18:09:55 2024,1181
00223,Wed Jul 17 09:55:26 2024,Wed Jul 17 10:04:58 2024,572
00224,Wed Jul 17 10:06:37 2024,Wed Jul 17 10:14:13 2024,456
00225,Wed Jul 17 10:16:44 2024,Wed Jul 17 10:17:47 2024,63
00226,Wed Jul 17 10:19:49 2024,Wed Jul 17 10:36:52 2024,1023
00227,Wed Jul 17 10:52:39 2024,Wed Jul 17 11:11:13 2024,1114
00228,Wed Jul 17 11:15:14 2024,Wed Jul 17 11:15:57 2024,43
00229,Wed Jul 17 11:18:05 2024,Wed Jul 17 11:22:42 2024,277
00230,Wed Jul 17 11:35:41 2024,Wed Jul 17 11:38:34 2024,173
00231,Wed Jul 17 11:45:04 2024,Wed Jul 17 11:47:39 2024,155
00232,Wed Jul 17 11:48:55 2024,Wed Jul 17 11:50:15 2024,80
00233,Wed Jul 17 11:52:28 2024,Wed Jul 17 11:59:14 2024,406
00234,Wed Jul 17 11:59:46 2024,Wed Jul 17 12:00:31 2024,45
00235,Wed Jul 17 12:00:55 2024,Wed Jul 17 12:07:33 2024,398
