run_number,start_time,stop_time,elapsed_sec
00530,Mon Aug 12 10:44:47 2024,Mon Aug 12 10:49:37 2024,290
00531,Mon Aug 12 10:51:25 2024,Mon Aug 12 11:04:01 2024,756
00532,Mon Aug 12 11:06:28 2024,Mon Aug 12 11:14:49 2024,501
00533,Mon Aug 12 11:18:04 2024,Mon Aug 12 11:26:26 2024,502
00534,Mon Aug 12 11:37:48 2024,Mon Aug 12 11:38:28 2024,40
00535,Mon Aug 12 11:38:36 2024,Mon Aug 12 11:42:45 2024,249
00536,Mon Aug 12 11:45:26 2024,Mon Aug 12 11:49:27 2024,241
00537,Mon Aug 12 11:49:32 2024,Mon Aug 12 11:57:52 2024,500
00538,Mon Aug 12 11:59:30 2024,Mon Aug 12 12:00:21 2024,51
00539,Mon Aug 12 12:01:11 2024,Mon Aug 12 12:08:49 2024,458
00540,Mon Aug 12 12:11:20 2024,Mon Aug 12 12:19:00 2024,460
00542,Mon Aug 12 12:21:46 2024,Mon Aug 12 12:31:09 2024,563
00543,Mon Aug 12 12:41:57 2024,Mon Aug 12 12:44:26 2024,149
00544,Mon Aug 12 12:45:21 2024,Mon Aug 12 12:46:11 2024,50
00545,Mon Aug 12 12:46:17 2024,Mon Aug 12 12:48:18 2024,121
00546,Mon Aug 12 12:48:27 2024,Mon Aug 12 12:53:57 2024,330
00547,Mon Aug 12 12:57:34 2024,Mon Aug 12 13:03:59 2024,385
00548,Mon Aug 12 13:06:18 2024,Mon Aug 12 13:10:21 2024,243
00549,Mon Aug 12 13:11:31 2024,Mon Aug 12 13:13:36 2024,125
00550,Mon Aug 12 13:16:36 2024,Mon Aug 12 13:23:23 2024,407
00551,Mon Aug 12 13:25:41 2024,Mon Aug 12 13:40:53 2024,912
00552,Mon Aug 12 13:43:38 2024,Mon Aug 12 13:45:30 2024,112
00553,Mon Aug 12 13:45:38 2024,Mon Aug 12 13:52:05 2024,387
00554,Mon Aug 12 13:55:04 2024,Mon Aug 12 13:58:41 2024,217
00555,Mon Aug 12 13:59:40 2024,Mon Aug 12 14:01:33 2024,113
00556,Mon Aug 12 14:03:41 2024,Mon Aug 12 14:14:06 2024,625
00557,Mon Aug 12 14:37:00 2024,Mon Aug 12 14:55:27 2024,1107
00558,Mon Aug 12 14:55:37 2024,Mon Aug 12 14:57:36 2024,119
00559,Mon Aug 12 15:11:50 2024,Mon Aug 12 15:13:11 2024,81
00560,Mon Aug 12 15:13:20 2024,Mon Aug 12 15:15:53 2024,153
00561,Mon Aug 12 15:20:03 2024,Mon Aug 12 15:21:27 2024,84
00562,Mon Aug 12 15:26:45 2024,Mon Aug 12 15:28:14 2024,89
00563,Mon Aug 12 15:31:58 2024,Mon Aug 12 15:33:19 2024,81
00564,Mon Aug 12 15:37:01 2024,Mon Aug 12 15:41:34 2024,273
00565,Mon Aug 12 15:41:40 2024,Mon Aug 12 15:41:54 2024,14
00566,Mon Aug 12 15:42:03 2024,Mon Aug 12 15:42:31 2024,28
00567,Mon Aug 12 15:43:33 2024,Mon Aug 12 15:45:03 2024,90
00568,Mon Aug 12 16:07:47 2024,Mon Aug 12 16:08:15 2024,28
00569,Mon Aug 12 16:10:22 2024,Mon Aug 12 16:13:39 2024,197
00570,Mon Aug 12 16:13:56 2024,Mon Aug 12 16:16:46 2024,170
00571,Mon Aug 12 16:17:56 2024,Mon Aug 12 16:23:39 2024,343
00572,Mon Aug 12 16:26:44 2024,Mon Aug 12 16:32:20 2024,336
00573,Mon Aug 12 16:33:30 2024,Mon Aug 12 16:40:59 2024,449
00574,Mon Aug 12 16:43:33 2024,Mon Aug 12 17:02:05 2024,1112
00575,Mon Aug 12 17:05:18 2024,Mon Aug 12 17:11:06 2024,348
00576,Mon Aug 12 17:26:21 2024,Mon Aug 12 17:34:41 2024,500
00577,Mon Aug 12 17:37:23 2024,Mon Aug 12 17:43:38 2024,375
00578,Mon Aug 12 17:45:21 2024,Mon Aug 12 17:56:53 2024,692
00579,Mon Aug 12 17:57:52 2024,Mon Aug 12 18:07:41 2024,589
00580,Mon Aug 12 19:22:04 2024,Mon Aug 12 19:22:29 2024,25
00581,Mon Aug 12 19:23:14 2024,Mon Aug 12 19:24:08 2024,54
00582,Tue Aug 13 10:24:42 2024,Tue Aug 13 10:28:34 2024,232
00583,Tue Aug 13 10:33:05 2024,Tue Aug 13 10:40:25 2024,440
00584,Tue Aug 13 10:42:06 2024,Tue Aug 13 10:47:05 2024,299
00585,Tue Aug 13 10:49:42 2024,Tue Aug 13 10:49:59 2024,17
00586,Tue Aug 13 10:55:02 2024,Tue Aug 13 11:01:10 2024,368
00587,Tue Aug 13 11:07:50 2024,Tue Aug 13 11:11:05 2024,195
00588,Tue Aug 13 11:14:24 2024,Tue Aug 13 11:23:38 2024,554
00589,Tue Aug 13 11:25:58 2024,Tue Aug 13 11:27:19 2024,81
00590,Tue Aug 13 11:30:36 2024,Tue Aug 13 11:35:24 2024,288
00591,Tue Aug 13 11:40:20 2024,Tue Aug 13 11:40:34 2024,14
00592,Tue Aug 13 11:42:20 2024,Tue Aug 13 11:47:56 2024,336
00593,Tue Aug 13 11:49:26 2024,Tue Aug 13 11:52:36 2024,190
00594,Tue Aug 13 11:54:27 2024,Tue Aug 13 12:07:14 2024,767
00595,Tue Aug 13 12:09:15 2024,Tue Aug 13 12:18:08 2024,533
00596,Tue Aug 13 12:20:19 2024,Tue Aug 13 12:26:52 2024,393
00597,Tue Aug 13 12:28:08 2024,Tue Aug 13 12:28:21 2024,13
00598,Tue Aug 13 12:30:00 2024,Tue Aug 13 12:47:43 2024,1063
00599,Tue Aug 13 12:54:42 2024,Tue Aug 13 13:00:12 2024,330
00600,Tue Aug 13 13:02:36 2024,Tue Aug 13 13:05:20 2024,164
00601,Tue Aug 13 13:05:27 2024,Tue Aug 13 13:08:17 2024,170
00602,Tue Aug 13 13:10:22 2024,Tue Aug 13 13:13:39 2024,197
00603,Tue Aug 13 13:15:48 2024,Tue Aug 13 13:29:57 2024,849
00604,Tue Aug 13 13:31:44 2024,Tue Aug 13 13:48:24 2024,1000
00605,Tue Aug 13 13:56:38 2024,Tue Aug 13 14:02:27 2024,349
00606,Tue Aug 13 14:03:55 2024,Tue Aug 13 14:12:45 2024,530
00607,Tue Aug 13 14:14:08 2024,Tue Aug 13 14:33:34 2024,1166
00608,Tue Aug 13 14:41:34 2024,Tue Aug 13 14:47:22 2024,348
00609,Tue Aug 13 14:52:18 2024,Tue Aug 13 14:57:32 2024,314
00610,Tue Aug 13 14:57:40 2024,Tue Aug 13 15:04:53 2024,433
00611,Tue Aug 13 15:07:11 2024,Tue Aug 13 15:19:42 2024,751
00612,Tue Aug 13 15:21:08 2024,Tue Aug 13 15:34:00 2024,772
00613,Tue Aug 13 15:44:57 2024,Tue Aug 13 15:48:54 2024,237
00614,Tue Aug 13 15:50:22 2024,Tue Aug 13 15:57:45 2024,443
00615,Tue Aug 13 15:57:56 2024,Tue Aug 13 16:02:48 2024,292
00616,Tue Aug 13 16:04:32 2024,Tue Aug 13 16:15:15 2024,643
00617,Tue Aug 13 16:16:37 2024,Tue Aug 13 16:34:46 2024,1089
00618,Tue Aug 13 16:46:07 2024,Tue Aug 13 16:47:31 2024,84
00619,Tue Aug 13 16:59:04 2024,Tue Aug 13 17:04:55 2024,351
00620,Tue Aug 13 17:05:05 2024,Tue Aug 13 17:21:03 2024,958
00621,Tue Aug 13 17:24:05 2024,Tue Aug 13 17:35:11 2024,666
00622,Tue Aug 13 17:36:42 2024,Tue Aug 13 17:45:19 2024,517
00623,Tue Aug 13 17:46:40 2024,Tue Aug 13 17:53:47 2024,427
00624,Tue Aug 13 17:54:55 2024,Tue Aug 13 17:55:10 2024,15
00625,Tue Aug 13 17:55:40 2024,Tue Aug 13 18:04:44 2024,544
00626,Wed Aug 14 10:18:37 2024,Wed Aug 14 10:25:31 2024,414
00627,Wed Aug 14 10:25:46 2024,Wed Aug 14 10:38:05 2024,739
00628,Wed Aug 14 10:40:58 2024,Wed Aug 14 10:48:40 2024,462
00629,Wed Aug 14 10:52:13 2024,Wed Aug 14 11:00:28 2024,495
00630,Wed Aug 14 11:05:04 2024,Wed Aug 14 11:24:08 2024,1144
00631,Wed Aug 14 11:30:24 2024,Wed Aug 14 11:30:41 2024,17
00632,Wed Aug 14 11:30:59 2024,Wed Aug 14 11:40:55 2024,596
00633,Wed Aug 14 11:44:31 2024,Wed Aug 14 11:46:49 2024,138
00635,Wed Aug 14 11:50:22 2024,Wed Aug 14 11:50:45 2024,23
00636,Wed Aug 14 11:52:44 2024,Wed Aug 14 11:59:12 2024,388
00637,Wed Aug 14 12:02:43 2024,Wed Aug 14 12:03:28 2024,45
00638,Wed Aug 14 12:04:44 2024,Wed Aug 14 12:24:26 2024,1182
00639,Wed Aug 14 12:35:49 2024,Wed Aug 14 12:43:52 2024,483
00640,Wed Aug 14 12:46:12 2024,Wed Aug 14 12:49:08 2024,176
00641,Wed Aug 14 12:49:41 2024,Wed Aug 14 12:58:35 2024,534
00642,Wed Aug 14 13:00:47 2024,Wed Aug 14 13:15:03 2024,856
00643,Wed Aug 14 13:29:16 2024,Wed Aug 14 13:33:22 2024,246
00644,Wed Aug 14 13:36:17 2024,Wed Aug 14 13:48:13 2024,716
00645,Wed Aug 14 13:49:30 2024,Wed Aug 14 13:58:09 2024,519
00646,Wed Aug 14 13:58:57 2024,Wed Aug 14 14:06:33 2024,456
00647,Wed Aug 14 14:08:16 2024,Wed Aug 14 14:20:41 2024,745
00648,Wed Aug 14 14:23:01 2024,Wed Aug 14 14:30:18 2024,437
00649,Wed Aug 14 14:40:17 2024,Wed Aug 14 14:42:39 2024,142
00650,Wed Aug 14 14:44:42 2024,Wed Aug 14 14:45:19 2024,37
00651,Wed Aug 14 14:46:45 2024,Wed Aug 14 14:49:16 2024,151
00652,Wed Aug 14 14:51:22 2024,Wed Aug 14 14:56:50 2024,328
00653,Wed Aug 14 14:59:15 2024,Wed Aug 14 15:06:06 2024,411
00654,Wed Aug 14 15:08:43 2024,Wed Aug 14 15:08:59 2024,16
00655,Wed Aug 14 15:09:55 2024,Wed Aug 14 15:14:22 2024,267
00656,Wed Aug 14 15:27:24 2024,Wed Aug 14 15:35:17 2024,473
00657,Wed Aug 14 15:37:12 2024,Wed Aug 14 15:44:03 2024,411
00658,Wed Aug 14 15:48:01 2024,Wed Aug 14 15:48:50 2024,49
00659,Wed Aug 14 15:50:57 2024,Wed Aug 14 15:51:22 2024,25
00660,Wed Aug 14 15:52:39 2024,Wed Aug 14 16:02:04 2024,565
00661,Wed Aug 14 16:21:04 2024,Wed Aug 14 16:24:09 2024,185
00662,Wed Aug 14 16:39:34 2024,Wed Aug 14 16:40:39 2024,65
00663,Wed Aug 14 16:59:01 2024,Wed Aug 14 16:59:18 2024,17
00664,Wed Aug 14 16:59:55 2024,Wed Aug 14 17:04:09 2024,254
00665,Wed Aug 14 17:04:20 2024,Wed Aug 14 17:05:22 2024,62
00666,Wed Aug 14 17:10:43 2024,Wed Aug 14 17:17:22 2024,399
00667,Wed Aug 14 17:17:55 2024,Wed Aug 14 17:19:38 2024,103
00668,Wed Aug 14 17:21:12 2024,Wed Aug 14 17:27:32 2024,380
00669,Wed Aug 14 17:28:56 2024,Wed Aug 14 17:33:42 2024,286
00670,Wed Aug 14 17:36:14 2024,Wed Aug 14 17:38:06 2024,112
00671,Wed Aug 14 17:50:21 2024,Wed Aug 14 17:56:40 2024,379
00672,Wed Aug 14 17:57:47 2024,Wed Aug 14 18:01:43 2024,236
00673,Wed Aug 14 18:01:59 2024,Wed Aug 14 18:02:21 2024,22
00674,Wed Aug 14 18:06:26 2024,Wed Aug 14 18:07:28 2024,62
00675,Wed Aug 14 18:08:22 2024,Wed Aug 14 18:08:56 2024,34
00676,Mon Aug 19 08:38:31 2024,Mon Aug 19 09:38:03 2024,3572
00677,Mon Aug 19 09:38:32 2024,Mon Aug 19 09:40:10 2024,98
00700,Thu Aug 22 10:41:10 2024,Thu Aug 22 10:49:36 2024,506
00701,Thu Aug 22 11:20:15 2024,Thu Aug 22 11:23:48 2024,213
00702,Thu Aug 22 11:29:13 2024,Thu Aug 22 11:29:48 2024,35
00703,Thu Aug 22 11:31:07 2024,Thu Aug 22 11:32:27 2024,80
00704,Thu Aug 22 11:32:48 2024,Thu Aug 22 11:49:25 2024,997
00705,Thu Aug 22 11:51:45 2024,Thu Aug 22 11:53:15 2024,90
00706,Thu Aug 22 12:06:27 2024,Thu Aug 22 12:16:57 2024,630
00707,Thu Aug 22 12:19:22 2024,Thu Aug 22 12:21:17 2024,115
00708,Thu Aug 22 12:22:10 2024,Thu Aug 22 12:27:34 2024,324
00709,Thu Aug 22 12:29:42 2024,Thu Aug 22 12:30:15 2024,33
00710,Thu Aug 22 12:35:35 2024,Thu Aug 22 12:35:50 2024,15
00711,Thu Aug 22 12:37:26 2024,Thu Aug 22 12:44:58 2024,452
00712,Thu Aug 22 12:48:17 2024,Thu Aug 22 12:54:41 2024,384
00713,Thu Aug 22 12:54:47 2024,Thu Aug 22 13:01:50 2024,423
00714,Thu Aug 22 13:08:46 2024,Thu Aug 22 13:13:10 2024,264
00715,Thu Aug 22 13:15:08 2024,Thu Aug 22 13:18:09 2024,181
00716,Thu Aug 22 13:19:19 2024,Thu Aug 22 13:25:14 2024,355
00717,Thu Aug 22 13:26:57 2024,Thu Aug 22 13:32:37 2024,340
00718,Thu Aug 22 13:33:30 2024,Thu Aug 22 13:36:48 2024,198
00719,Thu Aug 22 13:39:17 2024,Thu Aug 22 13:43:54 2024,277
00720,Thu Aug 22 13:47:33 2024,Thu Aug 22 13:56:26 2024,533
00721,Thu Aug 22 13:58:06 2024,Thu Aug 22 14:01:40 2024,214
00722,Thu Aug 22 14:06:53 2024,Thu Aug 22 14:13:32 2024,399
00723,Thu Aug 22 14:15:16 2024,Thu Aug 22 14:16:24 2024,68
00724,Thu Aug 22 14:17:13 2024,Thu Aug 22 14:25:49 2024,516
00725,Thu Aug 22 14:27:19 2024,Thu Aug 22 14:41:32 2024,853
00726,Thu Aug 22 14:45:23 2024,Thu Aug 22 14:48:12 2024,169
00727,Thu Aug 22 14:49:54 2024,Thu Aug 22 14:58:45 2024,531
00728,Thu Aug 22 15:04:11 2024,Thu Aug 22 15:10:38 2024,387
00729,Thu Aug 22 15:13:27 2024,Thu Aug 22 15:17:43 2024,256
00730,Thu Aug 22 15:18:51 2024,Thu Aug 22 15:23:39 2024,288
00731,Thu Aug 22 15:29:06 2024,Thu Aug 22 15:40:16 2024,670
00732,Thu Aug 22 15:46:11 2024,Thu Aug 22 15:54:54 2024,523
00733,Thu Aug 22 15:57:01 2024,Thu Aug 22 16:15:57 2024,1136
00734,Thu Aug 22 16:18:45 2024,Thu Aug 22 16:23:04 2024,259
00735,Thu Aug 22 16:29:16 2024,Thu Aug 22 16:31:26 2024,130
00736,Thu Aug 22 16:32:02 2024,Thu Aug 22 16:37:38 2024,336
00737,Thu Aug 22 16:39:03 2024,Thu Aug 22 16:52:17 2024,794
00738,Thu Aug 22 16:58:41 2024,Thu Aug 22 17:06:16 2024,455
00739,Thu Aug 22 17:32:58 2024,Thu Aug 22 17:49:50 2024,1012
00740,Thu Aug 22 17:51:46 2024,Thu Aug 22 18:02:09 2024,623
00741,Fri Aug 23 10:20:14 2024,Fri Aug 23 10:22:33 2024,139
00742,Fri Aug 23 10:24:38 2024,Fri Aug 23 10:25:52 2024,74
00743,Fri Aug 23 10:27:42 2024,Fri Aug 23 10:34:58 2024,436
00744,Fri Aug 23 10:48:08 2024,Fri Aug 23 10:53:29 2024,321
00745,Fri Aug 23 11:02:55 2024,Fri Aug 23 11:08:50 2024,355
00746,Fri Aug 23 11:14:14 2024,Fri Aug 23 11:27:43 2024,809
00747,Fri Aug 23 11:30:55 2024,Fri Aug 23 11:31:05 2024,10
00748,Fri Aug 23 11:31:16 2024,Fri Aug 23 11:39:53 2024,517
00749,Fri Aug 23 11:48:06 2024,Fri Aug 23 11:48:21 2024,15
00750,Fri Aug 23 11:53:47 2024,Fri Aug 23 12:00:07 2024,380
00751,Fri Aug 23 12:02:23 2024,Fri Aug 23 12:07:58 2024,335
00752,Fri Aug 23 12:09:41 2024,Fri Aug 23 12:20:54 2024,673
00753,Fri Aug 23 12:28:02 2024,Fri Aug 23 12:28:26 2024,24
00754,Fri Aug 23 12:29:00 2024,Fri Aug 23 12:30:40 2024,100
00755,Fri Aug 23 12:34:40 2024,Fri Aug 23 12:46:34 2024,714
00756,Fri Aug 23 12:50:30 2024,Fri Aug 23 12:55:21 2024,291
00757,Fri Aug 23 12:56:08 2024,Fri Aug 23 12:57:27 2024,79
00758,Fri Aug 23 12:59:10 2024,Fri Aug 23 13:02:14 2024,184
00759,Fri Aug 23 13:02:56 2024,Fri Aug 23 13:05:48 2024,172
00760,Fri Aug 23 13:08:31 2024,Fri Aug 23 13:08:47 2024,16
00761,Fri Aug 23 13:09:09 2024,Fri Aug 23 13:09:52 2024,43
00762,Fri Aug 23 13:10:26 2024,Fri Aug 23 13:11:31 2024,65
00763,Fri Aug 23 13:16:02 2024,Fri Aug 23 13:20:33 2024,271
00764,Fri Aug 23 13:24:07 2024,Fri Aug 23 13:29:28 2024,321
00765,Fri Aug 23 13:31:48 2024,Fri Aug 23 13:33:10 2024,82
00766,Fri Aug 23 13:46:12 2024,Fri Aug 23 13:46:34 2024,22
00767,Fri Aug 23 13:49:50 2024,Fri Aug 23 13:52:09 2024,139
00768,Fri Aug 23 13:53:41 2024,Fri Aug 23 13:54:25 2024,44
00769,Fri Aug 23 13:57:22 2024,Fri Aug 23 14:03:37 2024,375
00770,Fri Aug 23 14:06:46 2024,Fri Aug 23 14:10:23 2024,217
00771,Fri Aug 23 14:12:13 2024,Fri Aug 23 14:36:04 2024,1431
00772,Fri Aug 23 14:48:09 2024,Fri Aug 23 14:48:36 2024,27
00773,Fri Aug 23 14:50:52 2024,Fri Aug 23 14:56:12 2024,320
00774,Fri Aug 23 15:13:07 2024,Fri Aug 23 15:19:19 2024,372
00775,Fri Aug 23 15:32:46 2024,Fri Aug 23 15:39:42 2024,416
00776,Fri Aug 23 15:41:53 2024,Fri Aug 23 16:01:49 2024,1196
00777,Fri Aug 23 16:03:36 2024,Fri Aug 23 16:05:01 2024,85
00778,Fri Aug 23 16:06:59 2024,Fri Aug 23 16:09:45 2024,166
00779,Fri Aug 23 16:12:22 2024,Fri Aug 23 16:26:24 2024,842
00780,Fri Aug 23 16:31:00 2024,Fri Aug 23 16:42:57 2024,717
00781,Fri Aug 23 16:46:34 2024,Fri Aug 23 16:50:58 2024,264
00782,Fri Aug 23 16:59:03 2024,Fri Aug 23 17:07:22 2024,499
00783,Fri Aug 23 17:09:21 2024,Fri Aug 23 17:10:49 2024,88
00784,Fri Aug 23 17:13:06 2024,Fri Aug 23 17:14:06 2024,60
00785,Fri Aug 23 17:15:27 2024,Fri Aug 23 17:26:54 2024,687
00786,Fri Aug 23 17:31:58 2024,Fri Aug 23 17:39:40 2024,462
00787,Fri Aug 23 17:41:10 2024,Fri Aug 23 17:46:04 2024,294
00788,Fri Aug 23 17:47:40 2024,Fri Aug 23 17:49:19 2024,99
00789,Fri Aug 23 17:53:07 2024,Fri Aug 23 17:59:50 2024,403
